Variant,Feature,Mean_BA_Drop,Std_BA_Drop_Across_Folds,Mean_AUC_Drop,Std_AUC_Drop_Across_Folds,Positive_BA_Folds,Positive_AUC_Folds,N_Folds,Presence_Rate,Positive_AUC_Rate,Positive_BA_Rate
A,QQQ_Volatility_14D,0.0011490722401099297,0.010549570469710301,-0.0072080631638225924,0.01689330001779919,2,2,4,1.0,0.5,0.5
B,QQQ_Log_Return_1D,0.014197551721534316,0.028237052747239404,0.015132560439168646,0.022086259705859444,3,3,4,1.0,0.75,0.75
B,QQQ_Log_Return_3D,0.008919338511479321,0.017559638055391184,0.014575688848918722,0.029823822340840866,2,3,4,1.0,0.75,0.5
B,Stock_vs_QQQ_5D,0.0008666804757051234,0.018179936793005762,0.00784435977747338,0.018210223645696584,1,3,4,1.0,0.75,0.25
B,Price_to_SMA20,0.008028476300888598,0.016320958011940608,0.00732561002841061,0.016120589493478745,3,3,4,1.0,0.75,0.75
B,Has_Event_Earnings,0.010767170829528092,0.007283271681654827,0.006450103940448643,0.007852820616957577,3,3,4,1.0,0.75,0.75
B,Ticker,0.006413886169778012,0.015489230797425388,0.005782852608758462,0.02234710575604538,3,2,4,1.0,0.5,0.75
B,Relative_Volume_20D,0.0068598156757417915,0.029441980514702967,0.005164674861752337,0.028419211781860267,2,2,4,1.0,0.5,0.5
B,Has_Item_1_01,0.004628115367006592,0.013617178015480482,0.004486325362817801,0.006986978454602553,2,3,4,1.0,0.75,0.5
B,QQQ_Log_Return_5D,0.005737951155180217,0.026827124241994127,0.004224559159463671,0.012122704901112748,2,2,4,1.0,0.5,0.5
B,Has_Item_2_02,0.005734598371589666,0.009362651158541116,0.0033637361392760373,0.0030906112222138797,2,3,4,1.0,0.75,0.5
B,Has_EX99,0.0007767954708751204,0.004920099504805618,0.0029419772258357426,0.004539401169983229,3,3,4,1.0,0.75,0.75
B,Daily_Range,0.002768843719438128,0.01602602884691177,0.002649407784387568,0.007478169424537137,2,2,4,1.0,0.5,0.5
B,Stock_vs_QQQ_1D,0.009468337826233422,0.007122573535030037,0.0009143187930563655,0.009633164659963793,4,2,4,1.0,0.5,1.0
B,Intraday_Return,0.005252264877057263,0.015491929459561578,0.0003413576880276696,0.0001808352853443305,3,4,4,1.0,1.0,0.75
B,Has_Item_1_02,0.002098447320260022,0.0039854266529424165,0.00026444606317687036,0.0009792913526480167,3,2,4,1.0,0.5,0.75
B,Has_Item_2_01,0.0,0.0,0.0,0.0,0,0,3,0.75,0.0,0.0
B,Has_Event_Guidance,1.6702700504118962e-05,0.010964048741483205,-7.936936776998236e-05,0.005998980814599492,3,3,4,1.0,0.75,0.75
B,Has_Item_8_01,-0.0024547193877550687,0.009049666481638104,-0.00019929944317400574,0.0020094878945160818,1,2,4,1.0,0.5,0.25
B,Has_Item_2_03,-0.00019985465116279078,0.00039970930232558155,-0.0003642805232558069,0.0007285610465116138,0,0,4,1.0,0.0,0.0
B,Has_Event_Buyback,0.0008603660147991609,0.0008917539163733016,-0.0004904771193184596,0.0015427603865287595,4,1,4,1.0,0.25,1.0
B,Has_Item_7_01,0.0026906197303181514,0.0022650912648921238,-0.0006257469127978663,0.007097970526937091,3,3,4,1.0,0.75,0.75
B,Has_Item_5_03,-0.0007333028613136474,0.0033962736928661637,-0.0007980508843776856,0.004488838391520197,1,1,4,1.0,0.25,0.25
B,Has_Item_5_07,0.006166063200077443,0.006761977814877202,-0.0009405153853736548,0.0034629312403225885,3,1,4,1.0,0.25,0.75
B,Has_Item_5_02,0.0012275008928871163,0.00432784982132375,-0.0020674100925606098,0.0011306563664211075,2,0,4,1.0,0.0,0.5
B,QQQ_Volatility_14D,-0.0003519442803988741,0.0186333255408671,-0.002176425746699292,0.018408831515046215,2,2,4,1.0,0.5,0.5
B,Stock_vs_QQQ_3D,0.004208838953128857,0.010376180821146351,-0.0023736188714386145,0.010990848607160535,3,1,4,1.0,0.25,0.75
B,Volatility_14D,0.00787375832886893,0.008422926879214481,-0.005699411260055442,0.023118519479444093,3,2,4,1.0,0.5,0.75
B,RSI_14,-0.00864102509507147,0.005057245488472869,-0.01301009263928437,0.025374567949090057,0,2,4,1.0,0.5,0.0
C,Stock_vs_QQQ_1D,0.01897618615033224,0.024652740119535364,0.018701153906770622,0.013244786017031683,3,3,4,1.0,0.75,0.75
C,QQQ_Log_Return_1D,0.006080771264196327,0.02322767270678568,0.01861176304229411,0.02887923580564381,2,3,4,1.0,0.75,0.5
C,Relative_Volume_20D,0.009540208758803044,0.019473613414611506,0.014287143373249605,0.02450174107162102,3,3,4,1.0,0.75,0.75
C,QQQ_Log_Return_5D,0.004392923547590305,0.008716160314787988,0.012286172976502112,0.014929011197556803,3,3,4,1.0,0.75,0.75
C,QQQ_Log_Return_3D,-0.002125277060921256,0.017997303279688574,0.012188184253396588,0.016743938342854023,2,2,4,1.0,0.5,0.5
C,Stock_vs_QQQ_5D,0.010705448791126762,0.027655235519782866,0.011076741811506165,0.051437534658710406,3,2,4,1.0,0.5,0.75
C,Ticker,-0.0021094649441436002,0.02635788103567697,0.009351958344119914,0.018888365116513033,2,3,4,1.0,0.75,0.5
C,QQQ_Volatility_14D,0.005126409050010092,0.006133464519025477,0.009229806462974569,0.03553884616862534,3,2,4,1.0,0.5,0.75
C,RSI_14,-0.005891934723810226,0.024001666510160596,0.008786177077640449,0.009648819347365029,1,3,4,1.0,0.75,0.25
C,Sentiment_Momentum_3,0.012027670436567876,0.012965314395592434,0.006497733549903425,0.011979672622297953,4,3,4,1.0,0.75,1.0
C,Price_to_SMA20,-0.000941913592648102,0.014927329152270857,0.0055140406871875105,0.01771371518777949,2,2,4,1.0,0.5,0.5
C,Has_EX99,0.0005979191161136809,0.005892762932088564,0.0038128022108244427,0.0020543071866043383,2,4,4,1.0,1.0,0.5
C,Mean_Net_Sentiment,0.006628946624677023,0.015165130349103592,0.003433921784887341,0.012752069004736064,3,3,4,1.0,0.75,0.75
C,Has_Item_1_01,0.002708922848561575,0.010215748606088463,0.0033190651172379003,0.003811640190793828,3,3,4,1.0,0.75,0.75
C,Has_Item_2_02,-0.0005903374034603153,0.0028942251199958837,0.002248455556244729,0.005595289569823383,1,2,4,1.0,0.5,0.25
C,Has_Event_Guidance,0.005763080608829176,0.010266279817793366,0.001968882959279576,0.006285775846696831,2,3,4,1.0,0.75,0.5
C,Has_Event_Earnings,0.0009586111433209735,0.002298554981512568,0.0014791682771593785,0.003263390453588551,2,2,4,1.0,0.5,0.5
C,Has_Item_8_01,0.004562909102594538,0.008731661360353537,0.0008921141064776998,0.00517732754380581,2,2,4,1.0,0.5,0.5
C,Has_Item_5_03,-0.000201571661081618,0.0013998932787070953,0.0008015611778978888,0.004507893254505609,1,3,4,1.0,0.75,0.25
C,Has_Item_7_01,0.0019517284593982202,0.004391071140096113,0.0007170013794806371,0.00543655381231696,3,3,4,1.0,0.75,0.75
C,Has_Item_1_02,-7.906646405919593e-05,9.332381875481201e-05,0.0005224006048860988,0.0017607004934288627,0,1,4,1.0,0.25,0.0
C,Has_Item_2_03,3.349663729128011e-05,8.250580768201068e-05,0.0004860298935906519,0.0020798530694144824,1,1,4,1.0,0.25,0.25
C,Stock_vs_QQQ_3D,0.007687711761061035,0.014268246945694323,0.0001695243173908288,0.01325215914672844,2,2,4,1.0,0.5,0.5
C,Has_Item_2_01,0.0,0.0,0.0,0.0,0,0,3,0.75,0.0,0.0
C,Has_Sentiment_History,0.0,0.0,0.0,0.0,0,0,4,1.0,0.0,0.0
C,Has_Event_Buyback,0.005242495029195619,0.008890577030430028,-0.0006505338371253832,0.0026155725256038626,3,2,4,1.0,0.5,0.75
C,Has_Item_5_07,-0.002361940308849039,0.005354543510290827,-0.001100665305762885,0.0022391997145171966,1,1,4,1.0,0.25,0.25
C,Has_Item_5_02,0.002597130349232735,0.004036132133768338,-0.002433687383295448,0.001967970764892705,3,1,4,1.0,0.25,0.75
C,Volatility_14D,-0.01455190338886611,0.018031974644241534,-0.003666802285131784,0.005425579214711702,0,1,4,1.0,0.25,0.0
C,Intraday_Return,0.0022538715495007177,0.007663530611152415,-0.006913882873885967,0.00792387116439759,3,0,4,1.0,0.0,0.75
C,Daily_Range,-0.008287591858008161,0.022841783459957597,-0.006923622459466499,0.004458952061644362,2,0,4,1.0,0.0,0.5
